,name,rating,reviews,type,hq,old,employee
1200,Innodata Isogen,3.1,(489 Reviews),Private,"New Jersey,New Jersey + 6 more",26 years old,1k-5k Employees (India)
1201,Sharda Motor Ind...,3.9,(487 Reviews),Public,"Delhi/NCR,Delhi + 23 more",37 years old,1k-5k Employees (India)
1202,McDermott Intern...,4.2,(486 Reviews),Public,"Houston,Texas + 22 more",100 years old,1k-5k Employees (India)
1203,IFFCO,3.9,(485 Reviews),Private,"Delhi/NCR,Delhi + 64 more",56 years old,1k-5k Employees (India)
1204,Gayatri Projects,3.9,(485 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 65 more",60 years old,1k-5k Employees (India)
1205,Royal Caribbean ...,4.6,(485 Reviews),Public,"Miami,Florida + 13 more",54 years old,501-1k Employees (India)
1206,Neeyamo Enterpri...,3.7,(484 Reviews),Private,"Chennai,Tamil Nadu + 5 more",14 years old,1k-5k Employees (India)
1207,Amphenol Interco...,4.2,(484 Reviews),Private,"Pune,Maharashtra + 7 more",51 years old,51-200 Employees (India)
1208,TCNS Clothing Co...,4.1,(484 Reviews),Public,"Delhi/NCR,Delhi + 82 more",22 years old,501-1k Employees (India)
1209,Edubridge Learni...,3.8,(483 Reviews),Private,"Mumbai,Maharashtra + 57 more",14 years old,501-1k Employees (India)
1210,HomeLane,3.4,(483 Reviews),Private,"Bangalore,Karnataka + 23 more",9 years old,501-1k Employees (India)
1211,GSK Pharmaceutic...,4.3,(483 Reviews),Middlesex + 76 more,193 years old,1k-5k Employees (India),
1212,Anchor Electrica...,4.1,(482 Reviews),Private,"Mumbai,Maharashtra + 70 more",60 years old,5k-10k Employees (India)
1213,Bses Rajdhani Po...,3.8,(482 Reviews),Private,"Delhi/NCR,New Delhi + 8 more",22 years old,5k-10k Employees (Global)
1214,Sintex Industrie...,4.2,(482 Reviews),Public,"Kalol,Gujarat + 51 more",92 years old,5k-10k Employees (India)
1215,United Spirits,4.2,(482 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 89 more",26 years old,1k-5k Employees (India)
1216,Biba Apparels,4,(481 Reviews),Private,Gurgaon + 72 more,37 years old,1k-5k Employees (India)
1217,Country Holidays...,4.5,(481 Reviews),Private,"Noida,Uttar Pradesh + 17 more",7 years old,501-1k Employees (India)
1218,Raychem RPG,4.1,(480 Reviews),Private,"Mumbai,Maharashtra + 22 more",34 years old,501-1k Employees (India)
1219,Sl Lumax,3.2,(480 Reviews),Public,"Sriperumbudur,Tamil Nadu + 12 more",26 years old,1k-5k Employees (India)
1220,Ihg Group,4.1,(480 Reviews),Private,"Gurgaon/Gurugram,Haryana + 33 more",20 years old,5k-10k Employees (India)
1221,FIITJEE,3.8,(480 Reviews),Private,"Delhi,NCT + 42 more",31 years old,1k-5k Employees (India)
1222,Power Grid Corpo...,4.5,(480 Reviews),Private,"Gurgaon/Gurugram,Haryana + 131 more",34 years old,5k-10k Employees (India)
1223,Lea Associates S...,4.3,(480 Reviews),Private,"Delhi/NCR,Delhi + 101 more",30 years old,201-500 Employees (India)
1224,Indo Autotech,4,(480 Reviews),Private,"Faridabad,Haryana + 21 more",49 years old,1k-5k Employees (India)
1225,Echobooom Manage...,4,(480 Reviews),Private,"Mumbai,Maharashtra + 18 more",3 years old,201-500 Employees (India)
1226,Sandhar Technolo...,3.9,(479 Reviews),Public,"Gurgaon/Gurugram,Haryana + 22 more",36 years old,1k-5k Employees (India)
1227,Globant,4,(479 Reviews),Private,San Francisco + 9 more,20 years old,1k-5k Employees (India)
1228,Isuzu Motors,3.9,(478 Reviews),Private,Tokyo + 21 more,11 years old,501-1k Employees (India)
1229,Vakrangee,3.7,(477 Reviews),Public,"Mumbai,Maharashtra + 78 more",33 years old,1k-5k Employees (India)
1230,HCL Comnet,3.8,(477 Reviews),Noida + 36 more,,,
1231,Wipro Infrastruc...,3.9,(477 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 29 more",47 years old,1k-5k Employees (India)
1232,Dunzo,3.6,(477 Reviews),Private,"Bangalore,Karnataka + 15 more",9 years old,1k-5k Employees (India)
1233,Adani Green Ener...,4.2,(476 Reviews),Private,"Ahmedabad,Gujrat + 54 more",8 years old,501-1k Employees (India)
1234,Muthoot Microfin,4.1,(475 Reviews),Private,"Ernakulam,Kerala + 147 more",8 years old,5k-10k Employees (India)
1235,OMICS Internatio...,2.8,(474 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 4 more",16 years old,51-200 Employees (India)
1236,Salesforce,4.1,(474 Reviews),Public,"San Francisco,California + 23 more",24 years old,1k-5k Employees (India)
1237,Dhani Loans and ...,3.7,(474 Reviews),"New Delhi,Delhi + 96 more",1k-5k Employees (India),,
1238,TÜV NORD,3.5,(474 Reviews),Private,"Mumbai,Maharashtra + 42 more",34 years old,201-500 Employees (India)
1239,Rico Auto Indust...,3.9,(473 Reviews),Public,"Gurgaon/Gurugram,Haryana + 19 more",40 years old,1k-5k Employees (India)
1240,Government of In...,4.2,(473 Reviews),Govt Organisation,New Delhi + 112 more,73 years old,1 Lakh+ Employees (India)
1241,Pratap Technocra...,4,(473 Reviews),Private,"Jaipur,Rajasthan + 83 more",25 years old,501-1k Employees (India)
1242,VA Tech Wabag,3.9,(472 Reviews),Public,"Chennai,Tamil Nadu + 36 more",99 years old,1k-5k Employees (India)
1243,Skipper,3.6,(472 Reviews),Public,"Kolkata,West Bengal + 44 more",42 years old,1k-5k Employees (India)
1244,ANZ Banking Grou...,4,(472 Reviews),"Melbourne,Victoria + 11 more",16 years old,1k-5k Employees (India),
1245,Adani Enterprise...,4,(471 Reviews),Public,"Mumbai,Maharashtra + 43 more",35 years old,1k-5k Employees (India)
1246,Ameriprise Finan...,4,(471 Reviews),Private,"Minneapolis,Minnesota + 6 more",129 years old,1k-5k Employees (India)
1247,Omaxe,3.8,(470 Reviews),Public,"Delhi/NCR,New Delhi + 20 more",34 years old,1k-5k Employees (India)
1248,Sadbhav Engineer...,4.2,(470 Reviews),Public,"Ahmedabad,Gujarat + 60 more",35 years old,1k-5k Employees (India)
1249,TDK India,4,(470 Reviews),Private,Nashik + 20 more,2023 years old,1k-5k Employees (India)
1250,Ups Logistics,4.3,(470 Reviews),Private,"Atlanta,Georgia + 30 more",116 years old,1k-5k Employees (India)
1251,PUMA,4.3,(468 Reviews),Private,"Herzogenaurach,Herzogenaurach + 63 more",75 years old,1k-5k Employees (India)
1252,Ramco Systems,3.5,(468 Reviews),Public,Chennai + 15 more,26 years old,1k-5k Employees (India)
1253,Rentokil Pest Co...,3.8,(468 Reviews),Private,"Mumbai,Maharashtra + 90 more",69 years old,501-1k Employees (India)
1254,Progressive Info...,3.4,(468 Reviews),Private,"Noida,Uttar Pradesh + 45 more",25 years old,501-1k Employees (India)
1255,Bioclinica,3.1,(468 Reviews),Private,"Princeton,New Jersey + 5 more",15 years old,1k-5k Employees (India)
1256,Amway India Ente...,4.2,(468 Reviews),Private,"Ada Township,Michigan + 73 more",28 years old,501-1k Employees (India)
1257,Future Lifestyle...,4.2,(467 Reviews),Public,"Mumbai,Maharashtra + 54 more",11 years old,5k-10k Employees (India)
1258,Epicenter Techno...,3.6,(465 Reviews),Private,"Mumbai,Maharashtra + 5 more",22 years old,1k-5k Employees (India)
1259,Union Bank of In...,4,(465 Reviews),Public,"Mumbai,Maharashtra + 89 more",104 years old,50k-1 Lakh Employees (India)
1260,Guardian India,4.2,(465 Reviews),Private,"New York,NY + 5 more",163 years old,1k-5k Employees (India)
1261,Ashirvad Pipes,4.1,(464 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 65 more",48 years old,1k-5k Employees (India)
1262,Jabil Circuit In...,4,(464 Reviews),Public,"St Petersburg,Florida + 8 more",57 years old,1k-5k Employees (India)
1263,Ag Industries,4.1,(463 Reviews),Private,"Delhi/NCR,New Delhi + 21 more",32 years old,201-500 Employees (India)
1264,Adani Solar,4,(463 Reviews),Public,Ahmedabad + 25 more,8 years old,1k-5k Employees (India)
1265,Silaris Informat...,3.2,(463 Reviews),Private,"Delhi/NCR,Delhi + 17 more",12 years old,1k-5k Employees (India)
1266,ZUVENTUS HEALTHC...,4,(462 Reviews),Private,"Mumbai,Maharashtra + 59 more",21 years old,1k-5k Employees (India)
1267,Rohan Builders,4.3,(462 Reviews),Private,"Pune,Maharashtra + 44 more",30 years old,1k-5k Employees (India)
1268,Integreon,3.6,(462 Reviews),Private,"Fargo,North Dakota + 6 more",23 years old,1k-5k Employees (India)
1269,Thriveni Earthmo...,3.9,(461 Reviews),Private,"Salem,Tamil Nadu + 28 more",32 years old,5k-10k Employees (India)
1270,GKN,4.1,(461 Reviews),Private,"Redditch,Worcestershire + 21 more",38 years old,1k-5k Employees (India)
1271,Quatrro,3.5,(461 Reviews),Private,Gurgaon + 4 more,18 years old,1k-5k Employees (India)
1272,Astral Pipe,4.2,(461 Reviews),Ahmedabad + 66 more,1-10 Employees (India),,
1273,Linde India,4.2,(460 Reviews),Public,Pullach + 39 more,144 years old,1k-5k Employees (India)
1274,Target,4.4,(460 Reviews),Private,"Minneapolis,Minnesota + 11 more",121 years old,1k-5k Employees (India)
1275,Mott MacDonald,4.2,(460 Reviews),"Croydon,Surrey + 34 more",121 years old,501-1k Employees (India),
1276,Bluestream Softw...,4.7,(460 Reviews),Private,"New Delhi,Delhi + 7 more",1k-5k Employees (India),
1277,Times Internet,3.9,(459 Reviews),Public,"Gurgaon,Haryana + 21 more",24 years old,10k-50k Employees (India)
1278,Tata Hitachi Con...,4,(459 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 53 more",24 years old,1k-5k Employees (India)
1279,NSB Bpo Solution...,3,(459 Reviews),Private,"Bhopal,Madhya Pradesh + 72 more",30 years old,1k-5k Employees (India)
1280,Somany Ceramics,4.2,(459 Reviews),Public,"Noida,Uttar Pradesh + 52 more",55 years old,1k-5k Employees (India)
1281,MattsenKumar,3.4,(458 Reviews),Private,"Gurgaon/Gurugram,Haryana + 6 more",13 years old,1k-5k Employees (India)
1282,CMS Computers Li...,3.7,(457 Reviews),Private,Mumbai + 56 more,47 years old,1k-5k Employees (India)
1283,General Motors,4.4,(457 Reviews),Private,"Detroit,Michigan + 29 more",27 years old,1k-5k Employees (India)
1284,Merino Industrie...,3.8,(457 Reviews),Public,"Delhi/NCR,Delhi + 45 more",55 years old,501-1k Employees (India)
1285,Piramal Pharma,4,(457 Reviews),Public,"Lexington,Kentucky + 34 more",35 years old,1k-5k Employees (India)
1286,Fractal Analytic...,4.1,(456 Reviews),Private,"New York City,New York + 8 more",23 years old,1k-5k Employees (India)
1287,India Japan Ligh...,4.2,(456 Reviews),Private,"Chennai,Tamil Nadu + 18 more",27 years old,501-1k Employees (India)
1288,Simplilearn,3.3,(456 Reviews),Private,"San Francisco,California + 2 more",14 years old,1k-5k Employees (India)
1289,Shaktiman Tirth ...,4.1,(456 Reviews),Private,"Rajkot,Gujarat + 30 more",26 years old,1k-5k Employees (India)
1290,Alshaya Group,3.9,(456 Reviews),Private,"Kuwait City,Kuwait + 20 more",133 years old,501-1k Employees (India)
1291,Citco,3.3,(456 Reviews),Private,Cayman Islands + 5 more,7 years old,1k-5k Employees (India)
1292,Diebold Nixdorf,3.9,(456 Reviews),Private,"North Canton,Ohio + 35 more",31 years old,1k-5k Employees (India)
1293,Accolite Digital,3.6,(455 Reviews),Private,"Dallas,Texas + 10 more",16 years old,1k-5k Employees (India)
1294,India Cements,3.9,(455 Reviews),Public,"Chennai,Tamil Nadu + 66 more",77 years old,1k-5k Employees (India)
1295,Educomp Solution...,3.5,(455 Reviews),Public,"Gurgaon/Gurugram,Haryana + 106 more",29 years old,11-50 Employees (India)
1296,Xceedance,3.7,(455 Reviews),Private,"Boston,Massachusetts + 6 more",10 years old,1k-5k Employees (India)
1297,Epsilon,4.1,(454 Reviews),Private,Texas + 13 more,54 years old,1k-5k Employees (India)
1298,Uttam Galva Stee...,4,(454 Reviews),Public,"Mumbai,Maharashtra + 18 more",38 years old,1k-5k Employees (India)
1299,Fleetguard Filte...,4.1,(454 Reviews),Private,"Pune,Maharashtra + 57 more",36 years old,1k-5k Employees (India)
1300,Central Industri...,4.5,(454 Reviews),Govt Organisation,"Delhi/NCR,New Delhi + 59 more",54 years old,1 Lakh+ Employees (India)
1301,T.v. Sundram Iye...,4.3,(454 Reviews),"Chennai,Tamil Nadu + 72 more",112 years old,1k-5k Employees (India),
1302,Jio Platforms,3.9,(454 Reviews),Navi Mumbai + 41 more,10k-50k Employees (India),,
1303,SoftAge Informat...,4.1,(453 Reviews),Private,"Gurgaon/Gurugram,Haryana + 126 more",29 years old,1k-5k Employees (India)
1304,Quikr,3.7,(453 Reviews),Private,"Bangalore,Karnataka + 22 more",15 years old,1k-5k Employees (India)
1305,Vijaya Diagnosti...,4,(453 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 24 more",42 years old,501-1k Employees (India)
1306,Saud Bahwan Grou...,3.4,(452 Reviews),Private,Muscat + 16 more,48 years old,201-500 Employees (India)
1307,Bikanervala,4,(452 Reviews),Private,"Delhi/NCR,New Delhi + 43 more",73 years old,1k-5k Employees (India)
1308,Deepak Nitrite,4,(452 Reviews),Public,"Vadodara/Baroda,Gujarat + 11 more",53 years old,1k-5k Employees (India)
1309,Sagility,3.9,(452 Reviews),Private,Bengaluru/Bangalore + 12 more,10k-50k Employees (India),
1310,H&M,4.1,(451 Reviews),Private,"Stockholm,Stockholm + 30 more",76 years old,1k-5k Employees (India)
1311,LifeCell Interna...,3.6,(451 Reviews),Private,"Chennai,Tamil Nadu + 62 more",19 years old,1k-5k Employees (India)
1312,BASF,4.5,(451 Reviews),Private,Ludwigshafen + 63 more,80 years old,10k-50k Employees (India)
1313,Creambell,3.9,(451 Reviews),Private,"Baddi,Himachal Pradesh + 69 more",32 years old,201-500 Employees (India)
1314,Csc E Governance...,4,(451 Reviews),Public,"Delhi,NCT + 147 more",14 years old,201-500 Employees (India)
1315,Encore Capital G...,4.1,(450 Reviews),Private,"San Diego,California + 1 more",70 years old,1k-5k Employees (India)
1316,Baxter Internati...,4.2,(450 Reviews),Private,"Deerfield,Illinois + 25 more",27 years old,1k-5k Employees (India)
1317,Toyo Engineeerin...,3.9,(450 Reviews),Private,Mumbai + 30 more,47 years old,1k-5k Employees (India)
1318,Sun Life Financi...,4.4,(449 Reviews),Private,"Toronto,Ontario + 4 more",158 years old,1k-5k Employees (India)
1319,India Shelter Fi...,3.9,(447 Reviews),Private,"Gurgaon,Haryana + 103 more",13 years old,1k-5k Employees (India)
1320,Electrotherm,4.2,(447 Reviews),Public,"Ahmedabad,Gujarat + 23 more",40 years old,1k-5k Employees (India)
1321,MasterCard,4.2,(446 Reviews),Private,"Purchase,New York + 9 more",57 years old,1k-5k Employees (India)
1322,Micro Turners,3.7,(446 Reviews),Private,"Panchkula,Haryana + 32 more",54 years old,51-200 Employees (India)
1323,Hella,4.1,(446 Reviews),Private,"Lippstadt,Lippstadt + 20 more",124 years old,201-500 Employees (India)
1324,Bpo Convergence,3.4,(446 Reviews),Private,"Bhubaneswar,Odisha + 23 more",9 years old,1k-5k Employees (India)
1325,Titan Eye Plus,4.4,(445 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 102 more",16 years old,1 Lakh+ Employees (Global)
1326,Financial Softwa...,3.8,(445 Reviews),Private,Chennai + 24 more,32 years old,1k-5k Employees (India)
1327,Parag Milk Foods,4,(445 Reviews),Public,"Mumbai,Maharashtra + 52 more",31 years old,1k-5k Employees (India)
1328,Mount Litera Zee...,4,(445 Reviews),Private,Mumbai + 103 more,29 years old,1k-5k Employees (India)
1329,Wonder Cement,4.2,(445 Reviews),Private,"Ajmer,Rajasthan + 61 more",13 years old,1k-5k Employees (India)
1330,Courtyard by Mar...,4.2,(445 Reviews),Public,"Bethesda,Maryland + 32 more",96 years old,1k-5k Employees (India)
1331,KGISL,3.4,(444 Reviews),Private,"Coimbatore,Tamil Nadu + 5 more",27 years old,501-1k Employees (India)
1332,Border Security ...,4.6,(444 Reviews),Govt Organisation,"Delhi/NCR,New Delhi + 63 more",58 years old,1 Lakh+ Employees (India)
1333,Turbo Energy,4.3,(444 Reviews),Private,"Chennai,Tamil Nadu + 15 more",40 years old,1k-5k Employees (India)
1334,Mindarika,3.8,(444 Reviews),JV,"Gurgaon/Gurugram,Haryana + 16 more",31 years old,1k-5k Employees (India)
1335,Radical Minds,2.8,(443 Reviews),Private,"Gurgaon/Gurugram,Haryana + 7 more",13 years old,5k-10k Employees (India)
1336,Naukri,3.9,(443 Reviews),Private,Noida + 48 more,27 years old,1k-5k Employees (India)
1337,Experis IT,3.1,(443 Reviews),Private,"Milwaukee,WI + 29 more",25 years old,1k-5k Employees (India)
1338,MagicBricks,3.3,(442 Reviews),Private,"Noida,Uttar Pradesh + 26 more",17 years old,501-1k Employees (India)
1339,K Raheja Corp,4.2,(442 Reviews),Private,Mumbai + 14 more,67 years old,1k-5k Employees (India)
1340,KMV Projects,4.1,(442 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 42 more",16 years old,1k-5k Employees (India)
1341,AVTEC,3.7,(442 Reviews),Private,"Delhi/NCR,New Delhi + 13 more",18 years old,501-1k Employees (India)
1342,Welspun Group,3.8,(442 Reviews),Public,Mumbai + 41 more,38 years old,10k-50k Employees (India)
1343,Rane Engine Valv...,4,(442 Reviews),Public,"Chennai,Tamil Nadu + 13 more",64 years old,1k-5k Employees (India)
1344,Care Hospital,4.1,(442 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 32 more",26 years old,1k-5k Employees (India)
1345,TIAA Global Busi...,4.2,(440 Reviews),Private,"Manhattan,New York + 6 more",105 years old,1k-5k Employees (India)
1346,Tavant Technolog...,4,(440 Reviews),Private,"Santa Clara,California + 7 more",23 years old,1k-5k Employees (India)
1347,Vivanta by Taj,4.2,(439 Reviews),Private,"Gurgaon/Gurugram,Haryana + 34 more",13 years old,1k-5k Employees (India)
1348,Lovely Professio...,3.5,(439 Reviews),Private,"Phagwara,Punjab + 19 more",18 years old,1k-5k Employees (India)
1349,Centre for Devel...,3.7,(439 Reviews),Private,"Pune,Maharashtra + 22 more",35 years old,1k-5k Employees (India)
1350,SitusAMC,3.3,(439 Reviews),Gurgaon/Gurugram + 13 more,1k-5k Employees (India),,
1351,Tata Power Delhi...,4,(438 Reviews),Private,"New Delhi,Delhi + 31 more",21 years old,1k-5k Employees (India)
1352,Ge India Industr...,4.3,(438 Reviews),Bangalore + 16 more,121 years old,,
1353,Shivam Autotech,3.7,(438 Reviews),Public,"Gurgaon/Gurugram,Haryana + 15 more",25 years old,501-1k Employees (India)
1354,Lionbridge Techn...,3.8,(438 Reviews),Private,"Waltham,Massachusetts + 10 more",27 years old,1k-5k Employees (India)
1355,Saudi Aramco,4.4,(437 Reviews),Government,Dhahran + 26 more,90 years old,1k-5k Employees (India)
1356,BEML,4,(437 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 27 more",59 years old,5k-10k Employees (India)
1357,Wapcos,3.8,(436 Reviews),Private,"Gurgaon/Gurugram,Haryana + 104 more",54 years old,1k-5k Employees (India)
1358,Aparajitha Corpo...,4,(436 Reviews),Private,"Madurai,Tamil Nadu + 51 more",23 years old,1k-5k Employees (India)
1359,JK Paper,4,(435 Reviews),Public,"Delhi/NCR,Delhi + 27 more",61 years old,1k-5k Employees (India)
1360,Astral Adhesives,4,(435 Reviews),Private,"Ahmedabad,Gujarat + 73 more",36 years old,1k-5k Employees (India)
1361,Accel Frontline,3.8,(435 Reviews),Private,"Chennai,Tamil Nadu + 57 more",32 years old,51-200 Employees (India)
1362,Deccan Fine Chem...,3.7,(435 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 13 more",15 years old,1k-5k Employees (India)
1363,Medreich,3.8,(435 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 11 more",47 years old,1k-5k Employees (India)
1364,Labcorp Drug Dev...,4.1,(435 Reviews),"Burlington,North Carolina + 6 more",45 years old,5k-10k Employees (India),
1365,Prism Johnson,4,(435 Reviews),Public,"Mumbai,Maharashtra + 87 more",31 years old,1k-5k Employees (India)
1366,Inox Wind,3.5,(434 Reviews),Public,"Noida,Uttar Pradesh + 35 more",14 years old,501-1k Employees (India)
